Description,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12
ANTIQUE OLIVE GREEN FLOWER EARRINGS,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,8.5,0.0,4.25,0.0,0.0
ANTIQUE OPAL WHITE FLOWER EARRINGS,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0
ANTIQUE RASPBERRY FLOWER EARRINGS,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0
ANTIQUE SILVER T-LIGHT GLASS,0.0,0.0,0.0,175.0,523.75,622.5,492.5,477.5,382.5,717.42,1218.97,1889.32,512.22
ANTIQUE SILVER TEA GLASS ENGRAVED,275.0,142.5,67.5,152.5,190.0,150.0,107.5,157.5,165.0,367.42,423.85,404.84,216.09
ANTIQUE SILVER TEA GLASS ETCHED,776.25,340.0,256.25,338.75,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTIQUE TALL SWIRLGLASS TRINKET POT,382.5,217.5,142.5,97.5,112.5,97.5,78.75,142.5,116.25,183.75,219.77,281.21,78.75
APPLE BATH SPONGE,177.5,66.25,0.0,18.75,90.0,71.25,66.25,13.75,70.0,98.71,102.26,167.1,68.67
APRON APPLE DELIGHT,79.2,24.75,222.75,163.35,99.0,113.85000000000001,148.5,118.80000000000001,103.95000000000002,0.0,0.0,0.0,0.0
APRON MODERN VINTAGE COTTON,53.550000000000004,35.7,11.9,198.89999999999998,206.7,300.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0
AQUA BERTIE GLASS BEAD BAG CHARM,0.0,10.2,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,12.600000000000001
AREA PATROLLED METAL SIGN,382.20000000000005,186.18,188.10000000000002,426.30000000000007,301.5,401.1,329.70000000000005,464.1,493.50000000000006,597.3900000000001,356.93,503.86000000000007,264.6
ARMY CAMO BOOKCOVER TAPE,2.1,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,1.68,0.0,1.68,0.0
"ART LIGHTS,FUNK MONKEY",137.4,26.550000000000004,17.700000000000003,83.45,51.25,0.0,8.850000000000001,54.2,8.850000000000001,74.85000000000001,130.95,92.30000000000001,80.5
ASS COL CIRCLE MOBILE ,2.1,1.68,0.0,0.84,0.0,2.94,10.08,0.0,0.0,0.0,0.0,0.0,0.0
ASS COL LARGE SAND FROG P'WEIGHT,18.900000000000002,9.450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASS COL SMALL SAND GECKO P'WEIGHT,4.2,7.140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASS COLOUR GLOWING TIARAS,11.9,0.0,0.0,8.5,0.0,8.5,18.7,17.0,1.7,15.3,20.4,12.75,20.400000000000002
ASS DES PHONE SPONGE CRAFT STICKER,1.9500000000000002,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.99
ASS FLORAL PRINT MULTI SCREWDRIVER,30.240000000000002,93.22,20.0,6.25,17.5,5.0,37.5,113.82000000000001,144.9,172.2,143.64,144.06,0.0
ASS FLORAL PRINT SPIRIT LEVEL ,3.9,3.9,3.9,1.95,1.95,0.0,9.75,3.16,1.58,7.11,33.97,18.17,0.79
ASSORTED BOTTLE TOP  MAGNETS ,37.8,75.6,63.0,36.54,13.44,70.56,17.64,58.8,81.9,30.66,42.0,61.74,53.88
ASSORTED CAKES FRIDGE MAGNETS,7.800000000000001,11.700000000000001,3.9000000000000004,0.0,0.0,0.0,0.0,7.800000000000001,0.0,0.0,3.9000000000000004,0.65,0.0
ASSORTED CHEESE FRIDGE MAGNETS,4.550000000000001,15.600000000000001,0.0,11.700000000000001,0.0,0.0,0.0,7.800000000000001,0.0,0.0,0.0,0.0,0.0
ASSORTED CIRCULAR MOBILE,1.05,0.42,0.0,1.05,5.04,1.47,0.0,1.89,0.0,3.99,0.0,7.77,0.84
ASSORTED COLOUR BIRD ORNAMENT,1357.07,1046.11,1174.55,1666.34,1967.16,2217.2799999999997,1500.72,1801.54,1576.77,2264.6,2330.5099999999998,3493.23,544.18
ASSORTED COLOUR LIZARD SUCTION HOOK,30.240000000000002,10.08,20.16,1.68,10.5,24.36,23.52,4.619999999999999,5.88,17.22,47.46,29.400000000000002,10.92
ASSORTED COLOUR METAL CAT ,15.0,0.0,0.0,1.25,12.5,35.0,15.0,11.25,1.25,0.0,7.5,33.75,6.25
ASSORTED COLOUR MINI CASES,152.39999999999998,228.59999999999997,152.39999999999998,228.59999999999997,152.39999999999998,228.59999999999997,0.0,152.39999999999998,304.79999999999995,380.99999999999994,380.99999999999994,501.6499999999999,76.19999999999999
ASSORTED COLOUR SILK GLASSES CASE,0.0,0.0,0.0,6.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSORTED COLOUR SUCTION CUP HOOK,0.38,0.0,0.5700000000000001,0.0,4.5600000000000005,0.0,0.19,0.0,4.5600000000000005,7.790000000000001,0.0,0.76,0.19
ASSORTED COLOUR T-LIGHT HOLDER,39.0,11.700000000000001,28.800000000000004,31.200000000000003,15.600000000000001,109.20000000000002,39.650000000000006,39.0,66.30000000000001,78.0,46.800000000000004,141.84,55.080000000000005
ASSORTED COLOURED CIRCLE MOBILE ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16,0.0,2.1,3.36,1.26
ASSORTED COLOURS SILK FAN,99.0,90.0,189.0,198.0,252.31999999999996,438.23999999999995,478.0799999999999,338.64,229.07999999999998,159.35999999999999,229.07999999999998,258.96,39.839999999999996
ASSORTED CREEPY CRAWLIES,121.38,90.72,80.64,80.64,20.580000000000002,50.4,40.32,30.240000000000002,90.72,60.480000000000004,23.48,0.83,0.0
ASSORTED EASTER DECORATIONS  BELLS,22.5,67.5,82.5,90.0,15.0,0.0,0.0,0.0,7.5,27.5,0.0,32.5,0.0
ASSORTED EASTER GIFT TAGS,10.2,79.89999999999999,183.6,228.64999999999998,14.45,0.0,0.0,0.0,10.2,0.0,10.2,0.0,0.0
ASSORTED FARMYARD ANIMALS IN BUCKET,0.0,11.9,10.2,0.0,35.76,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ASSORTED FLOWER COLOUR ""LEIS""",31.85,39.0,66.30000000000001,93.60000000000001,70.2,128.70000000000002,78.0,133.25,31.200000000000003,46.800000000000004,3.9000000000000004,53.95,0.0
ASSORTED LAQUERED INCENSE HOLDERS,0.0,1.05,5.04,2.52,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSORTED MINI MADRAS NOTEBOOK,0.0,0.0,0.0,45.0,30.0,30.0,95.52,37.44,9.36,9.36,0.0,0.0,0.0
ASSORTED MONKEY SUCTION CUP HOOK,0.42,7.140000000000001,7.5600000000000005,3.36,7.14,2.94,22.68,0.84,3.36,13.02,18.06,20.16,0.42
ASSORTED SANSKRIT MINI NOTEBOOK,0.0,0.0,0.0,45.0,0.0,0.0,22.5,22.5,0.0,0.0,1.25,0.0,0.0
ASSORTED SHAPES PHOTO CLIP SILVER ,0.0,7.800000000000001,0.0,3.25,0.0,3.25,1.3,0.0,7.800000000000001,0.0,0.65,18.2,1.3
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,22.95,0.85,5.1,45.9,11.899999999999999,10.2,44.199999999999996,0.0,20.4,4.25,56.949999999999996,79.05,25.5
ASSORTED TUTTI FRUTTI BRACELET,5.2,0.0,0.0,21.450000000000003,0.0,6.5,0.0,34.580000000000005,34.010000000000005,19.76,19.57,28.310000000000002,4.5600000000000005
ASSORTED TUTTI FRUTTI HEART BOX,50.0,75.0,40.0,20.0,1.25,21.25,18.75,0.0,7.5,7.5,5.0,22.5,0.0
ASSORTED TUTTI FRUTTI KEYRING BALL,0.0,0.0,12.75,20.4,17.28,0.85,23.799999999999997,34.8,0.0,24.359999999999996,0.0,0.0,0.0
ASSORTED TUTTI FRUTTI LARGE PURSE,67.2,0.0,0.0,50.400000000000006,0.0,0.0,2.1,8.4,37.800000000000004,37.800000000000004,2.1,16.8,0.0
ASSORTED TUTTI FRUTTI MIRROR,23.75,15.0,37.5,30.0,30.0,15.0,45.44,47.5,26.25,52.5,17.5,7.5,0.0
ASSORTED TUTTI FRUTTI NOTEBOOK,48.300000000000004,0.0,6.300000000000001,21.0,0.0,50.400000000000006,0.0,63.00000000000001,29.400000000000002,25.200000000000003,16.8,121.80000000000001,6.300000000000001
ASSORTED TUTTI FRUTTI PEN,11.05,20.4,0.0,18.7,0.0,0.0,5.1,76.55999999999999,20.879999999999995,41.75999999999999,54.23,83.80999999999999,4.06
ASSORTED TUTTI FRUTTI SMALL PURSE,91.25,0.0,30.0,31.25,3.75,20.0,36.25,2.5,37.5,90.44,151.25,38.75,0.0
ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,0.0,0.0,6.25,5.0,0.0,3.75,0.0,0.0,0.0,0.0,12.5,0.0,1.25
ASSTD DESIGN 3D PAPER STICKERS,4.25,0.0,5.1,0.0,0.85,0.0,0.85,1.7,10.2,0.0,7.6499999999999995,9.35,0.0
ASSTD DESIGN RACING CAR PEN,109.85,54.08,27.04,28.73,59.15,108.16,108.16,89.57,57.459999999999994,136.70999999999998,154.4,121.41,38.6
ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,13.200000000000001,26.400000000000002,6.6000000000000005,29.700000000000003,19.8,39.6,0.0,49.68000000000001,43.32000000000001,27.360000000000003,27.360000000000003,17.1,0.0
ASSTD MULTICOLOUR CIRCLES MUG,10.14,0.0,0.0,9.36,8.969999999999999,11.7,13.26,4.29,0.0,11.7,2.34,6.24,0.0
ASSTD RASTA KEY-CHAINS,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,0.0
BABUSHKA LIGHTS STRING OF 10,337.5,202.5,101.25,168.75,114.75,271.05,195.75,174.25,60.75,264.3,292.55,509.6,40.5
BABY BOOM RIBBONS ,28.75,66.25,75.0,126.25,40.0,11.25,28.75,8.75,45.0,37.5,0.0,0.0,0.0
BABY MOUSE RED GINGHAM DRESS,0.0,0.0,0.0,4.25,0.0,0.0,8.5,8.5,4.25,51.0,46.75,63.75,0.0
BAG 125g SWIRLY MARBLES,31.08,31.92,37.38,41.58,60.9,83.58,58.8,63.84,56.699999999999996,84.76,98.67,162.43,54.59
BAG 250g SWIRLY MARBLES,81.6,46.74999999999999,4.25,53.55,61.199999999999996,67.14999999999999,68.85,53.55,75.64999999999999,153.78,155.41,372.23999999999995,55.04
BAG 500g SWIRLY MARBLES,33.0,47.849999999999994,46.199999999999996,28.049999999999997,41.24999999999999,79.19999999999999,75.89999999999999,19.799999999999997,74.24999999999999,84.14999999999999,154.98999999999998,219.40999999999997,152.39999999999998
BAG OF SILVER STONES,1.68,0.84,0.0,0.42,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKING MOULD CHOCOLATE CUP CAKES,30.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKING MOULD CHOCOLATE CUPCAKES,272.84999999999997,670.65,292.95,237.14999999999998,81.6,79.05,45.9,30.599999999999998,71.39999999999999,109.5,174.26999999999998,22.81,35.559999999999995
BAKING MOULD CUPCAKE CHOCOLATE,30.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKING MOULD EASTER EGG MILK CHOC,76.70000000000002,224.20000000000002,536.9000000000001,262.55000000000007,115.05000000000001,8.850000000000001,0.0,0.0,0.0,2.95,5.9,2.95,2.95
BAKING MOULD EASTER EGG WHITE CHOC,79.65,144.55,212.40000000000003,159.3,50.150000000000006,44.25000000000001,17.700000000000003,0.0,0.0,20.650000000000002,2.95,0.0,0.0
BAKING MOULD HEART MILK CHOCOLATE,198.89999999999998,448.79999999999995,252.14999999999998,153.0,40.8,53.55,48.449999999999996,40.8,113.2,109.5,81.46,91.66,28.049999999999997
BAKING MOULD HEART WHITE CHOCOLATE,109.64999999999999,341.7,152.7,135.14999999999998,17.849999999999998,53.55,84.14999999999999,20.4,22.95,30.45,53.55,35.559999999999995,38.25
BAKING MOULD ROSE MILK CHOCOLATE,100.75,175.5,117.0,45.5,42.25,52.0,62.0,68.25,39.0,19.75,15.25,26.0,13.0
BAKING MOULD ROSE WHITE CHOCOLATE,29.25,52.0,42.25,45.5,3.25,42.25,87.75,0.0,0.0,16.5,32.5,6.63,13.0
BAKING MOULD TOFFEE CUP  CHOCOLATE,15.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKING MOULD TOFFEE CUP CHOCOLATE,43.349999999999994,43.349999999999994,124.94999999999999,56.099999999999994,2.55,45.9,30.599999999999998,2.55,73.94999999999999,48.3,28.049999999999997,12.75,40.8
BAKING SET 9 PIECE RETROSPOT ,74.25,1130.4,638.5500000000001,1207.65,879.1500000000001,1104.9,847.5,752.4000000000001,894.0000000000001,1217.7,2501.8500000000004,4236.450000000001,778.2
BAKING SET SPACEBOY DESIGN,605.7,573.0,222.75000000000003,733.6500000000001,247.50000000000003,611.85,272.3,440.55000000000007,391.05,643.5,923.7,1617.7500000000002,448.5
BALLOON ART MAKE YOUR OWN FLOWERS,42.9,39.0,83.85,120.9,44.85,78.0,3.9,35.1,19.5,1.95,25.35,74.1,17.55
BALLOON PUMP WITH 10 BALLOONS,78.0,11.7,72.14999999999999,152.1,79.94999999999999,185.25,85.8,99.45,54.6,85.8,101.4,113.1,48.98
BALLOON WATER BOMB PACK OF 35,10.5,29.4,26.46,33.6,50.82,101.64,133.14000000000001,60.06,25.619999999999997,33.18,15.120000000000001,86.52000000000001,16.8
BALLOONS  WRITING SET ,84.14999999999999,77.55,80.85,49.5,47.849999999999994,75.89999999999999,62.69999999999999,51.14999999999999,18.15,207.89,158.38,318.44,21.439999999999998
BANK ACCOUNT  GREETING  CARD ,15.120000000000001,35.7,10.08,15.120000000000001,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANQUET BIRTHDAY  CARD  ,20.16,30.240000000000002,40.32,20.16,45.36,65.52,30.240000000000002,55.44,45.36,65.52,40.32,55.44,5.04
BAROQUE BUTTERFLY EARRINGS BLACK,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0
BAROQUE BUTTERFLY EARRINGS CRYSTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0
BASKET OF FLOWERS SEWING KIT,20.4,13.6,31.449999999999996,47.599999999999994,15.299999999999999,22.95,30.599999999999998,0.0,15.299999999999999,20.4,85.0,27.13,4.109999999999999
BASKET OF TOADSTOOLS,31.25,63.75,108.75,150.0,22.5,2.5,31.25,6.25,43.75,3.75,33.75,111.25,23.75
BATH BUILDING BLOCK WORD,390.65,527.4,419.40000000000003,630.5500000000001,374.85,523.6,437.25,184.45000000000002,172.55,230.35,243.75,362.5,135.60000000000002
BATHROOM HOOK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.44999999999999,26.4,28.049999999999997,28.859999999999996
BATHROOM METAL SIGN,113.30000000000001,84.66000000000001,112.93,137.5,115.68,141.35000000000002,106.70000000000002,103.4,144.10000000000002,110.08000000000001,154.45000000000002,132.4,47.85000000000001
BATHROOM METAL SIGN ,39.15,22.25,55.6,29.0,77.85,26.099999999999998,50.75,21.75,4.35,0.0,0.0,0.0,0.0
BATHROOM SCALES FOOTPRINTS IN SAND,11.25,0.0,11.25,18.75,18.75,0.0,0.0,0.0,15.0,7.5,52.550000000000004,37.0,0.0
BATHROOM SCALES RUBBER DUCKS,3.75,0.0,0.0,26.25,11.25,3.75,0.0,3.75,7.5,7.5,38.6,37.0,0.0
"BATHROOM SCALES, TROPICAL BEACH",7.5,0.0,7.5,15.0,0.0,0.0,11.25,0.0,7.5,3.75,0.0,7.5,0.0
BATHROOM SET LOVE HEART DESIGN,2.95,0.0,56.05000000000001,64.14999999999999,17.700000000000003,38.35,0.0,0.0,11.8,0.0,0.0,0.0,0.0
BEACH HUT DESIGN BLACKBOARD,25.5,51.0,25.5,25.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEACH HUT KEY CABINET,11.25,30.0,0.0,0.0,3.75,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEACH HUT MIRROR,0.0,0.0,0.0,0.0,4.25,25.5,4.25,32.39,0.0,0.0,0.0,0.0,0.0
BEACH HUT SHELF W 3 DRAWERS,0.0,0.0,0.0,11.9,69.35000000000001,11.9,87.2,11.9,75.3,0.0,103.0,5.95,0.0
BEADED CHANDELIER T-LIGHT HOLDER,0.0,0.0,0.0,0.0,29.700000000000003,178.20000000000002,80.30000000000001,19.8,24.75,202.95000000000002,19.8,4.95,0.0
BEADED CRYSTAL HEART BLUE  LARGE,0.0,39.599999999999994,44.55,0.0,1.65,3.3,0.0,50.56,75.84,149.31,6.32,8.690000000000001,6.32
BEADED CRYSTAL HEART BLUE ON STICK,0.0,3.75,0.0,0.0,25.44,0.0,0.0,0.0,3.75,23.299999999999997,18.32,4.1499999999999995,0.0
BEADED CRYSTAL HEART BLUE SMALL,32.5,10.0,17.5,2.5,0.0,0.0,0.0,0.0,0.0,2.46,32.46,2.46,0.0
BEADED CRYSTAL HEART GREEN LARGE,19.799999999999997,19.799999999999997,0.0,0.0,38.099999999999994,23.099999999999998,19.799999999999997,68.73,133.51,180.25,41.870000000000005,29.23,0.79
BEADED CRYSTAL HEART GREEN ON STICK,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,3.75,13.28,16.599999999999998,14.939999999999998,8.299999999999999
BEADED CRYSTAL HEART GREEN SMALL,25.0,47.5,15.0,0.0,25.44,2.5,3.75,0.0,0.0,2.46,0.0,0.0,2.46
BEADED CRYSTAL HEART PINK LARGE,9.9,54.44999999999999,41.24999999999999,24.749999999999996,9.899999999999999,6.6,26.4,127.98,96.38,7.9,17.380000000000003,2.37,6.32
BEADED CRYSTAL HEART PINK ON STICK,0.0,3.75,0.0,0.0,0.0,0.0,0.0,15.0,3.75,44.879999999999995,21.58,9.129999999999999,15.0
BEADED CRYSTAL HEART PINK SMALL,17.5,45.0,52.5,35.0,0.0,2.5,2.5,6.25,1.25,8.629999999999999,2.46,14.879999999999999,51.66
BEADED LOVE HEART JEWELLERY SET,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEADED PEARL HEART WHITE LARGE,44.55,3.3,0.0,1.65,0.0,77.54999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEADED PEARL HEART WHITE ON STICK,60.0,47.5,1.25,48.75,64.19,25.0,0.0,41.25,0.0,0.0,3.75,0.0,0.0
BELL HEART ANTIQUE GOLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.96,0.0,0.0,0.0,0.0,0.0
BELL HEART DECORATION,0.0,0.0,0.0,0.0,0.0,59.39999999999999,39.599999999999994,39.599999999999994,0.0,39.599999999999994,0.0,0.0,0.0
BELLE JARDINIERE CUSHION COVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.5,641.25,800.73,176.25
BEST DAD CANDLE LETTERS,0.0,0.0,0.85,6.8,0.0,7.6499999999999995,5.1,0.0,0.0,0.0,5.949999999999999,0.0,0.0
BEWARE OF THE CAT METAL SIGN ,338.0,174.57,296.25,405.6,242.17000000000002,415.74,175.76,402.22,459.68,371.8,226.46,285.61,119.99000000000001
BICYCLE PUNCTURE REPAIR KIT ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,792.48
BICYCLE SAFTEY WALL ART,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.7,302.2,0.0
BIG DOUGHNUT FRIDGE MAGNETS,88.39999999999999,61.199999999999996,152.14999999999998,147.89999999999998,40.8,71.39999999999999,39.099999999999994,66.3,71.39999999999999,5.1,22.95,1.7,11.899999999999999
BIG POLKADOT MUG,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BILI NUT AND WOOD NECKLACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,30.0,0.0,6.0,0.0
BINGO SET,273.75,63.75,127.5,247.5,146.25,307.5,150.0,266.25,191.25,401.21,652.38,892.18,3.75
BIRD BOX CHRISTMAS TREE DECORATION,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRD DECORATION GREEN POLKADOT,0.0,11.049999999999999,40.8,144.5,84.14999999999999,14.45,0.0,0.0,11.899999999999999,12.75,10.2,1.7,0.0
BIRD DECORATION RED RETROSPOT,51.849999999999994,20.4,51.0,158.1,93.5,22.95,30.599999999999998,10.2,40.8,61.199999999999996,20.4,64.6,0.0
BIRD HOUSE HOT WATER BOTTLE,181.04999999999998,22.95,28.049999999999997,17.849999999999998,10.2,0.0,17.849999999999998,15.299999999999999,127.49999999999999,178.5,262.65,504.71,119.85
BIRD ON BRANCH CANVAS SCREEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,0.0,0.0,0.0,0.0,0.0
BIRDCAGE DECORATION TEALIGHT HOLDER,40.44,7.5,23.75,57.5,29.19,11.25,47.5,48.97,85.0,42.5,78.75,102.5,15.0
BIRDHOUSE DECORATION MAGIC GARDEN,15.0,69.19,206.25,183.75,111.25,3.75,2.5,26.25,1.25,0.0,3.75,20.0,0.0
BIRDHOUSE GARDEN MARKER ,6.25,50.0,48.75,86.25,77.5,96.25,116.25,26.25,27.5,50.0,45.0,58.75,50.0
BIRDS MOBILE VINTAGE DESIGN,17.85,5.95,41.650000000000006,65.45,95.2,107.10000000000001,83.30000000000001,101.15,113.05000000000001,53.550000000000004,238.00000000000003,136.85,17.85
BIRTHDAY BANNER TAPE,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRTHDAY BANQUET GIFT WRAP,21.0,21.0,42.0,10.5,42.0,31.5,21.0,21.0,0.0,52.5,21.0,31.5,10.5
"BIRTHDAY CARD, RETRO SPOT",25.2,45.36,50.4,55.44,30.240000000000002,45.36,50.4,50.4,55.44,87.36,39.9,58.38,15.96
BIRTHDAY PARTY CORDON BARRIER TAPE,78.75,18.75,20.0,26.25,40.0,91.25,51.25,41.25,15.0,49.96,18.75,51.17,1.25
BISCUIT TIN 50'S CHRISTMAS,0.0,0.0,0.0,0.0,0.0,0.0,14.450000000000001,144.5,297.67,968.18,1280.3,1040.44,225.42000000000002
BISCUIT TIN VINTAGE CHRISTMAS,0.0,0.0,0.0,0.0,0.0,0.0,31.790000000000003,106.93,245.65,910.84,1095.36,852.59,248.54
BISCUIT TIN VINTAGE GREEN,81.0,145.3,678.1500000000001,199.65,121.5,237.3,114.75,190.05,141.75,95.52,111.9,101.25,0.0
BISCUIT TIN VINTAGE LEAF,0.0,0.0,0.0,0.0,0.0,0.0,34.68,29.880000000000003,0.0,0.0,0.0,0.0,0.0
BISCUIT TIN VINTAGE RED,209.25,286.5,670.6,318.3,219.9,223.8,113.95,308.70000000000005,87.75,221.85000000000002,175.5,273.9,0.0
BISCUITS SMALL BOWL LIGHT BLUE,5.0,0.0,1.25,33.17,49.56,19.32,47.04,64.67999999999999,21.0,25.2,0.0,0.0,0.0
BLACK 3 BEAD DROP EARRINGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.700000000000003,0.0,0.0,0.0
BLACK AND WHITE CAT BOWL,84.30000000000001,85.5,12.600000000000001,61.8,39.900000000000006,4.2,23.1,8.4,42.00000000000001,12.600000000000001,14.700000000000001,8.4,0.0
BLACK AND WHITE DOG BOWL,148.95,172.09,20.4,8.850000000000001,47.2,32.45,17.700000000000003,5.9,2.95,0.0,8.850000000000001,0.0,0.0
BLACK BAROQUE WALL CLOCK ,0.0,0.0,0.0,0.0,94.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK BIRD GARDEN DESIGN MUG,0.0,7.5,0.0,3.12,6.24,0.0,2.34,14.04,2.34,1.17,0.0,9.36,0.0
BLACK CANDELABRA T-LIGHT HOLDER,179.70000000000002,12.600000000000001,18.900000000000002,25.200000000000003,12.600000000000001,81.60000000000001,33.150000000000006,36.400000000000006,3.25,16.900000000000002,6.5,0.0,0.0
BLACK CHAMPAGNE GLASS,33.0,0.0,6.6,0.0,23.4,0.0,8.19,0.0,0.0,7.8,0.0,0.0,0.0
BLACK CHERRY LIGHTS,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK CHRISTMAS FLOCK DROPLET ,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK CHRISTMAS TREE 120CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,23.4,54.599999999999994,156.0,0.0
BLACK CHRISTMAS TREE 60CM,33.300000000000004,0.0,0.0,0.0,0.0,21.5,0.0,0.0,53.1,17.700000000000003,17.55,87.75000000000001,0.0
BLACK CRYSTAL DROP EARRINGS,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,17.700000000000003,0.0,0.0,0.0
BLACK DIAMANTE EXPANDABLE RING,12.75,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0
BLACK DROP CRYSTAL NECKLACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.700000000000003,17.700000000000003,0.0
BLACK DROP EARRINGS W LONG BEADS,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK EAR MUFF HEADPHONES,127.17000000000002,0.0,0.0,5.49,5.49,0.0,5.49,0.0,0.0,0.0,0.0,38.43,0.0
BLACK ENAMEL FLOWER RING,0.0,0.0,0.0,17.700000000000003,26.550000000000004,2.95,35.400000000000006,0.0,0.0,70.80000000000001,17.700000000000003,0.0,17.700000000000003
BLACK ENCHANTED FOREST PLACEMAT,26.4,33.0,62.69999999999999,34.65,9.899999999999999,37.95,9.899999999999999,6.6,28.049999999999997,19.799999999999997,18.15,21.449999999999996,13.2
BLACK FEATHER CHRISTMAS DECORATION,0.0,0.0,0.0,0.19,0.0,4.5600000000000005,9.690000000000001,0.0,1.9,1.9,0.0,0.0,0.0
BLACK FINE BEAD NECKLACE W TASSEL,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK FLOWER CANDLE PLATE,0.85,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK GEMSTONE BRACELET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0
BLACK GLASS BRACELET W HEART CHARMS,0.0,14.850000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK GRAND BAROQUE PHOTO FRAME,12.75,0.0,25.5,8.5,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACK HEART CARD HOLDER,256.75,190.78,213.3,181.70000000000002,213.3,55.300000000000004,122.45,93.3,122.45,158.0,134.3,194.22,62.6
