StockCode,Description,TotalQty,TotalRevenue,LastSold,FirstSold,NumOrders,DaysSinceLastSale
20840,FRENCH FLORAL CUSHION COVER ,464,399.28,2011-12-06 17:49:00,2011-04-27 15:08:00,43,2
20845,ZINC HEART LATTICE 2 WALL PLANTER,19,120.64999999999999,2011-08-16 13:13:00,2011-01-18 13:05:00,11,114
20846,ZINC HEART LATTICE T-LIGHT HOLDER,546,678.22,2011-12-07 09:22:00,2010-12-13 15:12:00,61,2
20847,ZINC HEART LATTICE CHARGER LARGE,46,172.5,2011-11-25 11:54:00,2010-12-13 15:12:00,14,14
20848,ZINC HEART LATTICE CHARGER SMALL,21,61.95,2011-11-06 14:45:00,2010-12-13 15:12:00,8,32
20851,ZINC HEART LATTICE TRAY OVAL ,9,53.550000000000004,2011-04-27 16:54:00,2011-01-30 13:48:00,7,225
20854,BLUE PATCH PURSE PINK HEART,75,123.74999999999999,2011-02-20 12:01:00,2010-12-03 14:54:00,16,292
20856,DENIM PATCH PURSE PINK BUTTERFLY,140,231.0,2011-08-09 14:18:00,2010-12-05 11:40:00,27,121
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,32,52.8,2011-02-17 13:28:00,2010-12-07 10:06:00,8,294
20861,GOLD COSMETIC BAG PINK STAR,2,4.2,2010-12-10 11:24:00,2010-12-06 12:55:00,2,364
20866,BLUE ROSE FABRIC MIRROR,228,285.14,2011-12-06 12:21:00,2010-12-01 12:23:00,35,3
20867,PINK ROSE FABRIC MIRROR,151,186.47,2011-12-06 12:21:00,2010-12-14 13:35:00,24,3
20868,SILVER FABRIC MIRROR,111,53.96,2011-12-08 19:24:00,2010-12-10 11:12:00,26,0
20869,GOLD FABRIC MIRROR,79,30.810000000000002,2011-12-08 19:24:00,2011-06-15 13:35:00,17,0
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,24,30.0,2010-12-05 16:24:00,2010-12-01 12:23:00,7,368
20886,BOX OF 9 PEBBLE CANDLES,352,686.4,2011-11-06 14:50:00,2010-12-08 15:17:00,76,32
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,55,140.25,2011-11-23 11:22:00,2011-01-18 13:05:00,16,16
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,25,73.75,2011-11-17 12:42:00,2010-12-02 13:49:00,9,22
20897,VINTAGE NOTEBOOK PARIS DAYS,34,100.30000000000001,2011-07-26 09:20:00,2010-12-06 11:10:00,7,136
20898,VINTAGE NOTEBOOK TRAVELOGUE,25,73.75,2011-10-23 13:49:00,2011-01-27 15:51:00,4,46
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,3,19.049999999999997,2011-11-14 14:39:00,2011-06-12 14:15:00,2,24
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,33,190.35,2011-08-03 11:58:00,2010-12-01 14:03:00,6,128
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,20,127.0,2011-10-23 13:49:00,2010-12-06 11:10:00,10,46
20906,VINTAGE NOTEBOOK BEAUTY GIRL,3,8.850000000000001,2011-04-03 15:07:00,2010-12-08 13:23:00,2,249
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,50.8,2010-12-16 11:53:00,2010-12-03 14:35:00,3,358
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3519,10411.53,2011-12-08 15:31:00,2010-12-01 12:49:00,712,0
20931,BLUE POT PLANT CANDLE ,215,652.85,2011-12-08 19:28:00,2010-12-14 13:09:00,36,0
20932,PINK POT PLANT CANDLE,153,410.05000000000007,2011-12-08 11:15:00,2010-12-20 15:26:00,21,1
20933,YELLOW POT PLANT CANDLE,23,71.05,2011-12-08 11:15:00,2011-01-05 15:56:00,9,1
20934,SET/3 POT PLANT CANDLES,54,294.3,2011-11-04 14:54:00,2011-01-05 13:57:00,20,34
20935,ROUND CACTUS CANDLE,6,17.700000000000003,2011-11-16 16:08:00,2011-09-23 13:48:00,4,22
20936,FORKED CACTUS CANDLE,92,272.98,2011-12-09 11:34:00,2010-12-05 11:12:00,26,0
20941,FROG CANDLE,61,76.25,2011-07-06 15:15:00,2010-12-19 14:16:00,17,155
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,608,763.63,2011-12-06 17:23:00,2010-12-03 09:31:00,57,2
20961,STRAWBERRY BATH SPONGE ,716,914.36,2011-12-08 13:47:00,2010-12-01 11:21:00,121,0
20963,APPLE BATH SPONGE,790,1010.49,2011-12-08 13:47:00,2010-12-01 11:21:00,116,0
20964,POLYESTER FILLER PAD 60x40cm,2,5.1,2011-05-06 11:36:00,2011-05-06 11:36:00,1,217
20966,SANDWICH BATH SPONGE,209,261.25,2011-05-17 12:38:00,2010-12-01 11:21:00,36,206
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,256,960.0,2011-05-16 09:40:00,2010-12-02 11:35:00,75,207
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1010,3797.85,2011-12-08 12:07:00,2010-12-02 11:57:00,249,1
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,936,3491.72,2011-12-08 13:45:00,2010-12-02 11:57:00,226,0
20971,PINK BLUE FELT CRAFT TRINKET BOX,3689,4622.19,2011-12-07 12:41:00,2010-12-02 14:09:00,432,2
20972,PINK CREAM FELT CRAFT TRINKET BOX ,4568,5773.06,2011-12-08 16:29:00,2010-12-01 12:49:00,506,0
20973,12 PENCIL SMALL TUBE WOODLAND,2618,1731.1000000000001,2011-12-08 15:09:00,2010-12-01 12:54:00,266,0
20974,12 PENCILS SMALL TUBE SKULL,2890,1876.9,2011-12-09 12:20:00,2010-12-01 12:54:00,254,0
20975,12 PENCILS SMALL TUBE RED RETROSPOT,3549,2306.8500000000004,2011-12-08 13:50:00,2010-12-02 10:17:00,283,0
20977,36 PENCILS TUBE WOODLAND,1371,1713.75,2011-10-17 14:23:00,2010-12-01 12:27:00,138,52
20978,36 PENCILS TUBE SKULLS,1403,1753.75,2011-12-08 17:24:00,2010-12-01 16:57:00,175,0
20979,36 PENCILS TUBE RED RETROSPOT,2094,2617.5,2011-12-08 12:50:00,2010-12-01 12:27:00,209,1
20980,36 PENCILS TUBE POSY,27,33.75,2011-08-08 14:53:00,2010-12-05 13:05:00,11,122
20981,12 PENCILS TALL TUBE WOODLAND,1765,1500.25,2011-12-09 08:59:00,2010-12-02 14:09:00,206,0
20982,12 PENCILS TALL TUBE SKULLS,1750,1487.5,2011-12-09 08:59:00,2010-12-01 11:41:00,211,0
20983,12 PENCILS TALL TUBE RED RETROSPOT,2067,1756.9499999999998,2011-12-08 09:05:00,2010-12-02 11:41:00,225,1
20984,12 PENCILS TALL TUBE POSY,2090,670.4999999999999,2011-10-17 12:50:00,2010-12-02 13:32:00,148,53
20985,HEART CALCULATOR,413,519.88,2011-12-07 08:38:00,2010-12-05 15:12:00,82,2
20986,BLUE CALCULATOR RULER,209,268.51,2011-12-08 13:50:00,2010-12-02 12:16:00,55,0
20992,JAZZ HEARTS PURSE NOTEBOOK,2147,957.39,2011-12-08 13:50:00,2010-12-01 11:21:00,220,0
20996,JAZZ HEARTS ADDRESS BOOK,2262,497.64000000000004,2011-12-08 19:24:00,2010-12-08 12:08:00,175,0
20997,ROSE DU SUD CUSHION COVER ,15,74.25,2011-08-31 15:30:00,2011-06-13 16:33:00,5,99
20998,ROSE DU SUD OVEN GLOVE,119,348.25000000000006,2011-10-14 13:54:00,2010-12-03 11:35:00,28,55
21000,ROSE DU SUD COSMETICS BAG,45,191.25,2011-11-25 14:02:00,2010-12-06 17:16:00,16,13
21001,ROSE DU SUD WASHBAG ,24,142.8,2011-11-07 16:16:00,2010-12-06 17:16:00,12,31
21002,ROSE DU SUD DRAWSTRING BAG,13,55.25,2011-10-23 11:42:00,2011-01-07 12:28:00,5,47
21003,ROSE DU SUD CUSHION COVER,13,82.55,2011-09-07 16:00:00,2011-01-07 16:32:00,6,92
21011,GLITTER SNOW PEAR TREE DECORATION,18,26.099999999999998,2010-12-08 15:56:00,2010-12-05 10:45:00,2,365
21012,ANTIQUE ALL GLASS CANDLESTICK,407,849.7800000000001,2011-12-09 12:00:00,2010-12-07 14:00:00,77,0
21014,SWISS CHALET TREE DECORATION ,981,348.89,2011-11-23 13:27:00,2010-12-01 15:35:00,61,15
21015,DARK BIRD HOUSE TREE DECORATION,1009,307.72999999999996,2011-12-07 14:39:00,2011-05-18 11:42:00,62,1
21018,BIRD BOX CHRISTMAS TREE DECORATION,22,18.7,2010-12-14 11:01:00,2010-12-01 15:35:00,4,360
21025,SPACE FROG,100,127.25,2011-11-28 15:54:00,2010-12-02 15:46:00,16,10
21026,SPACE OWL,140,173.62,2011-11-30 11:48:00,2010-12-02 15:46:00,22,9
21027,NINJA RABBIT PINK,99,119.95,2011-11-21 12:05:00,2010-12-12 12:41:00,17,18
21028,NINJA RABBIT BLACK,116,148.29,2011-12-05 17:17:00,2011-01-11 12:11:00,21,3
21030,SPACE CADET RED,111,141.17,2011-11-21 12:05:00,2010-12-02 15:46:00,21,18
21031,SPACE CADET BLACK,39,49.96,2011-11-16 12:18:00,2010-12-02 15:46:00,10,23
21032,SPACE CADET WHITE,64,83.63,2011-11-30 11:48:00,2010-12-02 15:46:00,15,9
21033,JUMBO BAG CHARLIE AND LOLA TOYS,531,1247.17,2011-09-08 13:53:00,2010-12-01 09:37:00,103,91
21034,REX CASH+CARRY JUMBO SHOPPER,1802,1711.8999999999999,2011-12-08 18:42:00,2010-12-01 11:49:00,858,0
21035,SET/2 RED RETROSPOT TEA TOWELS ,915,2957.01,2011-12-07 13:53:00,2010-12-01 08:45:00,207,1
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,77,86.75,2011-05-04 13:52:00,2010-12-01 13:21:00,23,218
21039,RED RETROSPOT SHOPPING BAG,362,952.26,2011-12-06 12:56:00,2010-12-02 18:08:00,75,2
21040,MODERN VINTAGE COTTON SHOPPING BAG,22,29.7,2011-03-15 15:37:00,2010-12-03 15:19:00,8,268
21041,RED RETROSPOT OVEN GLOVE DOUBLE,521,1536.9500000000003,2011-11-23 14:07:00,2010-12-01 12:49:00,137,15
21042,RED RETROSPOT APRON ,302,1796.9,2011-12-06 14:23:00,2010-12-02 08:52:00,105,2
21043,APRON MODERN VINTAGE COTTON,381,810.9499999999999,2011-06-01 12:11:00,2010-12-16 13:02:00,56,191
21051,RIBBONS PURSE ,108,228.83,2011-12-08 09:47:00,2010-12-09 13:03:00,24,1
21058,PARTY INVITES WOODLAND,614,523.4599999999999,2011-12-04 14:15:00,2010-12-02 10:27:00,82,4
21059,PARTY INVITES DINOSAURS,573,487.04999999999995,2011-12-06 12:15:00,2010-12-02 17:12:00,77,3
21060,PARTY INVITES BALLOON GIRL,356,302.59999999999997,2011-12-04 14:15:00,2010-12-02 10:27:00,53,4
21061,PARTY INVITES FOOTBALL,364,309.4,2011-12-04 14:15:00,2010-12-01 11:29:00,51,4
21062,PARTY INVITES SPACEMAN,464,394.4,2011-12-02 13:20:00,2010-12-01 11:29:00,60,6
21063,PARTY INVITES JAZZ HEARTS,483,412.10999999999996,2011-12-05 17:17:00,2010-12-01 11:29:00,81,3
21064,BOOM BOX SPEAKER BOYS,171,740.15,2011-12-08 13:50:00,2010-12-02 12:16:00,54,0
21065,BOOM BOX SPEAKER GIRLS,245,527.15,2011-12-08 15:31:00,2010-12-01 11:45:00,37,0
21066,VINTAGE RED MUG,213,266.25,2011-12-01 11:53:00,2010-12-15 10:31:00,39,8
21067,VINTAGE RED TEATIME MUG,201,246.88,2011-10-04 13:25:00,2010-12-22 13:46:00,41,65
21068,VINTAGE BILLBOARD LOVE/HATE MUG,695,850.51,2011-12-08 13:59:00,2010-12-01 09:02:00,119,0
21069,VINTAGE BILLBOARD TEA MUG,362,452.5,2011-07-12 15:29:00,2010-12-02 10:39:00,47,149
21070,VINTAGE BILLBOARD MUG ,354,452.18,2011-12-05 17:17:00,2010-12-02 10:39:00,72,3
21071,VINTAGE BILLBOARD DRINK ME MUG,749,919.22,2011-10-20 09:04:00,2010-12-01 09:02:00,105,50
21078,SET/20 STRAWBERRY PAPER NAPKINS ,1289,1097.99,2011-10-11 15:10:00,2010-12-03 11:35:00,185,58
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5751,4887.65,2011-12-08 14:38:00,2010-12-02 12:47:00,656,0
21084,SET/6 COLLAGE PAPER CUPS,1479,327.05,2011-12-07 12:41:00,2011-01-07 12:28:00,94,2
21086,SET/6 RED SPOTTY PAPER CUPS,2637,1725.8100000000002,2011-12-06 14:22:00,2010-12-02 12:47:00,244,2
21087,SET/6 POSIES PAPER CUPS,126,62.120000000000005,2011-04-19 14:49:00,2011-02-24 11:54:00,10,233
21088,SET/6 FRUIT SALAD PAPER CUPS,976,231.42000000000002,2011-12-07 16:47:00,2011-01-07 12:28:00,69,1
21089,SET/6 GREEN SPRING PAPER CUPS,231,45.730000000000004,2011-08-17 14:25:00,2010-12-06 12:41:00,24,113
21090,SET/6 COLLAGE PAPER PLATES,1112,488.97999999999996,2011-12-07 12:41:00,2010-12-05 12:42:00,110,2
21094,SET/6 RED SPOTTY PAPER PLATES,2691,2286.49,2011-12-06 14:22:00,2010-12-01 09:37:00,268,2
21095,SET/6 POSIES PAPER PLATES,95,80.75,2011-06-16 19:59:00,2011-01-21 11:19:00,9,175
21096,SET/6 FRUIT SALAD  PAPER PLATES,615,273.33,2011-11-20 11:56:00,2011-01-07 12:28:00,65,19
21098,CHRISTMAS TOILET ROLL,892,1196.59,2011-12-08 15:29:00,2010-12-01 12:49:00,154,0
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,70.95,2011-02-27 12:48:00,2010-12-03 12:24:00,8,285
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,193,530.95,2011-11-29 14:38:00,2010-12-01 12:51:00,34,9
21107,CREAM SLICE FLANNEL PINK SPOT ,357,985.95,2011-11-29 14:38:00,2010-12-01 12:51:00,57,9
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2384,3002.0,2011-12-09 11:26:00,2010-12-01 11:21:00,173,0
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,541,1520.55,2011-12-09 11:26:00,2010-12-13 15:44:00,61,0
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",7,47.25,2010-12-13 13:25:00,2010-12-05 13:42:00,4,360
21110,LARGE CAKE TOWEL PINK SPOTS,546,1699.7,2011-11-25 11:02:00,2010-12-05 12:13:00,75,14
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",560,896.1,2011-12-09 11:26:00,2010-12-01 12:43:00,46,0
21112,SWISS ROLL TOWEL PINK  SPOTS,76,244.08,2011-11-24 14:40:00,2011-02-21 17:42:00,22,14
21112,"SWISS ROLL TOWEL, PINK  SPOTS",267,379.65000000000003,2011-01-25 10:56:00,2010-12-05 10:45:00,16,318
21114,LAVENDER SCENTED FABRIC HEART,1210,1508.7,2011-12-04 13:55:00,2010-12-02 19:18:00,124,4
21115,ROSE CARAVAN DOORSTOP,397,1897.35,2011-12-09 10:20:00,2010-12-01 09:59:00,126,0
21116,OWL DOORSTOP,431,2088.65,2011-11-30 13:08:00,2010-12-01 11:45:00,115,8
21117,BLOND DOLL DOORSTOP,109,141.75,2011-11-23 13:46:00,2011-01-13 15:11:00,14,15
21121,SET/10 RED POLKADOT PARTY CANDLES,4194,5242.5,2011-12-09 12:19:00,2010-12-01 12:22:00,319,0
21122,SET/10 PINK POLKADOT PARTY CANDLES,3811,4764.96,2011-12-09 12:16:00,2010-12-01 11:21:00,294,0
21123,SET/10 IVORY POLKADOT PARTY CANDLES,853,1063.31,2011-12-08 18:42:00,2010-12-01 12:43:00,95,0
21124,SET/10 BLUE POLKADOT PARTY CANDLES,2910,3637.5,2011-12-09 12:16:00,2010-12-01 12:23:00,220,0
21125,SET 6 FOOTBALL CELEBRATION CANDLES,499,623.75,2011-12-02 14:26:00,2010-12-01 11:29:00,65,6
21126,SET OF 6 GIRLS CELEBRATION CANDLES,487,604.19,2011-12-02 10:22:00,2010-12-01 11:29:00,67,7
21128,GOLD FISHING GNOME,46,271.7,2011-12-07 15:56:00,2010-12-09 14:50:00,15,1
21129,SILVER FISHING GNOME ,40,270.0,2011-11-29 11:48:00,2011-01-04 15:50:00,15,10
21131,GOLD STANDING GNOME,63,177.75,2011-12-06 14:23:00,2011-04-07 12:04:00,16,2
21132,SILVER STANDING GNOME   ,35,142.75,2011-12-08 15:31:00,2010-12-09 14:50:00,16,0
21135,VICTORIAN  METAL POSTCARD SPRING,1387,2344.0299999999997,2011-12-08 10:40:00,2010-12-01 12:58:00,156,1
21136,PAINTED METAL PEARS ASSORTED,3514,5950.099999999999,2011-12-08 13:50:00,2010-12-01 16:52:00,337,0
21137,BLACK RECORD COVER FRAME,2133,7627.28,2011-12-09 12:00:00,2010-12-02 14:09:00,239,0
21143,ANTIQUE GLASS HEART DECORATION ,211,411.45,2011-08-22 14:38:00,2010-12-01 13:54:00,25,108
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,2011-11-16 13:25:00,2010-12-13 15:12:00,8,22
21147,JINGLE BELLS TREE DECORATION,89,200.94,2011-12-05 17:17:00,2010-12-01 15:35:00,21,3
21154,RED RETROSPOT OVEN GLOVE ,1540,1958.88,2011-12-09 08:48:00,2010-12-02 11:35:00,249,0
21155,RED RETROSPOT PEG BAG,1750,4366.55,2011-12-08 15:54:00,2010-12-02 14:30:00,347,0
21156,RETROSPOT CHILDRENS APRON,1661,3285.37,2011-12-07 08:38:00,2010-12-01 12:15:00,270,2
21157,RED RETROSPOT WASHBAG,48,100.80000000000001,2011-10-25 17:31:00,2010-12-02 18:08:00,14,44
21158,MOODY GIRL DOOR HANGER ,990,516.48,2011-12-09 08:48:00,2010-12-02 11:41:00,141,0
21159,MOODY BOY  DOOR HANGER ,724,392.59999999999997,2011-12-09 08:48:00,2010-12-02 11:41:00,104,0
21161,KEEP OUT BOYS DOOR HANGER ,130,188.5,2011-06-08 12:44:00,2010-12-02 11:41:00,34,184
21162,TOXIC AREA  DOOR HANGER ,1029,545.47,2011-12-09 08:48:00,2010-12-06 11:26:00,133,0
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,906,496.44,2011-10-27 13:48:00,2010-12-02 11:41:00,106,42
21164,HOME SWEET HOME METAL SIGN ,1172,3453.3200000000006,2011-12-08 14:39:00,2010-12-03 12:43:00,239,0
21165,BEWARE OF THE CAT METAL SIGN ,2321,3913.8500000000004,2011-12-06 12:38:00,2010-12-03 14:04:00,334,3
21166,COOK WITH WINE METAL SIGN ,3741,7717.97,2011-12-08 15:31:00,2010-12-01 09:41:00,537,0
21167,WHITE SAGE INCENSE,275,57.75,2011-11-22 14:23:00,2011-02-22 16:15:00,11,16
21169,YOU'RE CONFUSING ME METAL SIGN ,2224,3752.8,2011-12-09 12:00:00,2010-12-01 09:41:00,315,0
21171,BATHROOM METAL SIGN ,232,326.79999999999995,2011-08-01 17:37:00,2010-12-07 14:57:00,58,129
21172,PARTY METAL SIGN ,2416,3520.12,2011-12-08 13:50:00,2010-12-02 08:52:00,359,0
21174,POTTERING IN THE SHED METAL SIGN,2554,5281.360000000001,2011-12-08 12:07:00,2010-12-02 15:55:00,357,1
21175,GIN + TONIC DIET METAL SIGN,4561,11340.48,2011-11-30 12:31:00,2010-12-01 09:41:00,614,9
21175,GIN AND TONIC DIET METAL SIGN,246,627.3,2011-12-08 18:03:00,2011-11-27 12:47:00,33,0
21179,NO JUNK MAIL METAL SIGN,1447,888.55,2011-09-12 16:23:00,2010-12-01 13:21:00,161,87
21181,PLEASE ONE PERSON METAL SIGN,5060,10620.000000000002,2011-12-08 19:55:00,2010-12-01 15:08:00,607,0
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,232,382.79999999999995,2011-07-27 15:09:00,2010-12-05 13:00:00,31,134
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,246,716.1000000000001,2011-08-03 10:56:00,2010-12-14 12:58:00,32,128
21189,WHITE HONEYCOMB PAPER GARLAND ,165,272.25,2011-12-08 11:38:00,2010-12-10 11:12:00,29,1
21190,PINK HEARTS PAPER GARLAND,8,13.2,2011-11-25 12:20:00,2010-12-01 12:31:00,5,14
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,238,499.8,2011-12-06 11:33:00,2010-12-01 15:35:00,40,3
21192,WHITE BELL HONEYCOMB PAPER ,222,366.29999999999995,2011-11-27 13:26:00,2010-12-01 12:49:00,32,11
21194,PINK  HONEYCOMB PAPER FAN,316,286.6,2011-12-09 11:34:00,2010-12-15 15:00:00,38,0
21195,PINK  HONEYCOMB PAPER BALL ,129,270.90000000000003,2011-05-09 12:30:00,2010-12-05 11:57:00,18,214
21196,ROUND WHITE CONFETTI IN TUBE,89,146.84999999999997,2011-12-07 11:42:00,2010-12-15 16:32:00,9,2
21197,MULTICOLOUR  CONFETTI IN TUBE,99,163.34999999999997,2011-12-02 10:22:00,2010-12-01 12:49:00,10,7
21198,WHITE HEART CONFETTI IN TUBE,387,638.55,2011-12-07 11:42:00,2011-01-06 18:57:00,38,2
21199,PINK  HEART CONFETTI IN TUBE,288,475.19999999999993,2011-12-02 10:22:00,2010-12-15 16:32:00,37,7
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,194,320.09999999999997,2011-11-27 13:26:00,2010-12-14 13:10:00,30,11
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,455,1160.25,2011-12-05 09:15:00,2010-12-08 12:41:00,64,4
21202,DOLLY HONEYCOMB GARLAND,112,184.79999999999998,2011-11-17 11:02:00,2010-12-05 16:24:00,16,22
21204,DAISIES  HONEYCOMB GARLAND ,419,691.3499999999999,2011-12-07 12:41:00,2011-01-05 15:57:00,51,2
21205,MULTICOLOUR 3D BALLS GARLAND,209,532.9499999999999,2011-12-02 14:30:00,2010-12-08 12:46:00,48,6
21206,STRAWBERRY HONEYCOMB  GARLAND ,500,824.9999999999999,2011-11-23 13:34:00,2010-12-02 12:50:00,64,15
21207,SKULL AND CROSSBONES  GARLAND ,549,905.8499999999999,2011-12-02 10:22:00,2010-12-02 12:47:00,75,7
21208,PASTEL COLOUR HONEYCOMB FAN,525,294.21,2011-12-09 11:34:00,2011-01-11 13:31:00,49,0
21209,MULTICOLOUR HONEYCOMB FAN,470,280.32,2011-12-09 10:51:00,2010-12-05 12:42:00,46,0
21210,SET OF 72 RETROSPOT PAPER  DOILIES,3139,4567.719999999999,2011-12-08 15:54:00,2010-12-01 11:41:00,342,0
21211,SET OF 72 SKULL PAPER  DOILIES,359,520.55,2011-11-28 13:26:00,2010-12-02 13:14:00,62,10
21212,PACK OF 72 RETROSPOT CAKE CASES,14986,8277.68,2011-12-08 15:31:00,2010-12-01 10:47:00,924,0
21213,PACK OF 72 SKULL CAKE CASES,5650,3107.5000000000005,2011-12-07 16:47:00,2010-12-01 11:29:00,442,1
21215,IVORY PAPER CUP CAKE CASES ,650,357.50000000000006,2011-12-05 14:40:00,2010-12-08 14:46:00,60,3
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1329,6155.75,2011-12-09 08:48:00,2010-12-02 11:41:00,232,0
21218,RED SPOTTY BISCUIT TIN,1069,3831.75,2011-12-08 15:31:00,2010-12-02 12:33:00,185,0
21219,SET/4 BADGES BALLOON GIRL,323,408.59,2011-12-07 12:41:00,2010-12-06 12:23:00,42,2
21220,SET/4 BADGES DOGS,229,299.56,2011-12-09 11:34:00,2011-01-07 14:31:00,41,0
21221,SET/4 BADGES CUTE CREATURES,201,262.14,2011-12-07 12:41:00,2010-12-01 17:35:00,24,2
21222,SET/4 BADGES BEETLES,194,252.18,2011-12-09 11:34:00,2011-01-07 14:31:00,35,0
21224,SET/4 SKULL BADGES,734,913.7,2011-12-09 11:34:00,2010-12-03 17:20:00,81,0
21226,POCKET MIRROR WOODLAND,8,10.0,2011-11-25 11:12:00,2010-12-06 12:23:00,4,14
21228,"POCKET MIRROR ""GLAMOROUS""",5,6.25,2011-03-09 13:56:00,2011-02-08 10:32:00,2,274
21231,SWEETHEART CERAMIC TRINKET BOX,3232,4157.37,2011-12-08 15:31:00,2010-12-01 15:08:00,346,0
21232,STRAWBERRY CERAMIC TRINKET BOX,4545,5691.21,2011-11-06 12:36:00,2010-12-01 10:52:00,455,33
21232,STRAWBERRY CERAMIC TRINKET POT,736,978.08,2011-12-08 15:31:00,2011-10-25 13:10:00,70,0
21238,RED RETROSPOT CUP,2065,1754.99,2011-12-06 12:56:00,2010-12-01 16:57:00,257,2
21239,PINK  POLKADOT CUP,1420,1207.78,2011-12-06 10:00:00,2010-12-02 12:47:00,186,3
21240,BLUE POLKADOT CUP,1493,1268.79,2011-12-06 10:00:00,2010-12-02 17:17:00,196,3
21242,RED RETROSPOT PLATE ,1607,2715.83,2011-12-06 10:00:00,2010-12-01 11:49:00,205,3
21243,PINK  POLKADOT PLATE ,903,1526.07,2011-10-24 13:37:00,2010-12-01 11:49:00,117,45
21243,PINK POLKADOT PLATE ,106,179.14,2011-12-06 10:00:00,2011-11-07 15:33:00,17,3
21244,BLUE POLKADOT PLATE ,995,1681.55,2011-10-20 10:41:00,2010-12-01 11:49:00,132,50
21245,GREEN POLKADOT PLATE ,627,1061.23,2011-12-05 10:14:00,2010-12-01 11:49:00,96,4
21246,RED RETROSPOT BIG BOWL,175,849.45,2011-08-25 19:45:00,2010-12-08 12:45:00,39,105
21248,DOOR HANGER  MUM + DADS ROOM,187,271.15,2011-12-09 08:48:00,2010-12-12 16:05:00,52,0
21249,WOODLAND  HEIGHT CHART STICKERS ,402,1185.9,2011-12-06 09:56:00,2010-12-02 12:28:00,72,3
21250,SET OF SKULL WALL STICKERS,56,165.20000000000002,2011-11-17 19:22:00,2010-12-03 12:24:00,16,21
21251,DINOSAUR HEIGHT CHART STICKER SET,165,486.75000000000006,2011-11-25 13:28:00,2010-12-19 15:07:00,35,13
21253,SET OF PICTURE FRAME  STICKERS,65,189.59000000000003,2011-12-08 20:01:00,2010-12-06 12:21:00,16,0
21259,VICTORIAN SEWING BOX SMALL ,834,4712.3,2011-12-08 11:36:00,2010-12-01 12:22:00,233,1
21260,FIRST AID TIN,567,1842.75,2011-12-08 13:50:00,2010-12-01 12:23:00,140,0
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,123,362.8500000000001,2011-12-06 12:21:00,2011-06-27 13:58:00,25,3
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,265,781.7500000000001,2011-12-08 12:07:00,2010-12-06 15:00:00,50,1
21263,GREEN GOOSE FEATHER TREE 60CM,161,313.95,2011-12-06 17:26:00,2011-05-10 10:11:00,36,2
21264,WHITE GOOSE FEATHER TREE 60CM ,254,495.29999999999995,2011-12-06 12:56:00,2011-05-10 10:11:00,42,2
21265,PINK GOOSE FEATHER TREE 60CM,128,249.59999999999997,2011-12-07 15:52:00,2011-05-10 10:11:00,16,1
21268,VINTAGE BLUE TINSEL REEL,2,0.84,2010-12-02 15:46:00,2010-12-02 15:46:00,1,371
21272,SALLE DE BAIN HOOK,354,440.7,2011-08-01 17:37:00,2010-12-02 09:43:00,59,129
21278,VINTAGE KITCHEN PRINT PUDDINGS,31,79.05,2011-07-15 14:05:00,2011-01-06 14:53:00,7,146
21279,VINTAGE KITCHEN PRINT FRUITS,65,165.75,2011-12-04 14:55:00,2010-12-16 14:34:00,12,4
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,165.75,2011-11-09 17:47:00,2011-01-10 15:51:00,12,29
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,89.24999999999999,2011-11-09 17:47:00,2010-12-08 16:34:00,6,29
21284,RETROSPOT CANDLE  SMALL,240,252.8,2011-12-08 17:12:00,2010-12-09 14:50:00,23,0
